year,state,month,avg_wind_speed_mph,avg_rainfall_in,max_temperature_f,palmer_hydrological_drought_index,avg_humidity_pct
2005,NC,10,9.8,5.06,68.7,-2.19,66
2005,NC,11,9.1,2.04,64.4,1.13,64
2005,NC,12,10.7,3.9,53.8,0.01,73
2006,NC,1,8.0,5.27,55.7,0.82,65
2006,NC,2,9.0,2.89,52.2,0.03,67
2006,NC,3,12.7,5.15,57.8,1.54,61
2006,NC,4,10.2,3.89,76.3,-0.23,56
2006,NC,5,9.0,3.37,72.9,0.93,56
2006,NC,6,8.7,2.6,80.7,-1.96,63
2006,NC,7,7.2,2.84,83.9,-2.09,76
2006,NC,8,8.1,3.91,92.0,-2.03,78
2006,NC,9,6.8,4.52,79.4,1.1,70
2006,NC,10,9.7,3.42,66.5,-1.38,64
2006,NC,11,9.0,3.83,60.4,1.84,68
2006,NC,12,8.7,2.19,58.6,1.62,69
2007,NC,1,9.4,5.91,52.5,2.4,67
2007,NC,2,11.2,2.67,48.9,-2.12,69
2007,NC,3,12.7,2.4,60.5,1.62,59
2007,NC,4,11.3,3.11,76.3,2.38,55
2007,NC,5,9.6,2.12,83.2,-1.86,66
2007,NC,6,9.1,3.55,86.4,-1.45,75
2007,NC,7,6.9,2.73,88.7,2.1,70
2007,NC,8,7.3,4.67,92.6,-1.08,81
2007,NC,9,8.4,2.75,81.2,-0.43,65
2007,NC,10,7.5,4.69,71.1,-1.0,69
2007,NC,11,9.2,3.7,65.2,-1.09,71
2007,NC,12,8.0,4.41,48.3,-0.9,64
2008,NC,1,9.5,4.13,45.0,0.43,73
2008,NC,2,8.8,5.04,51.8,0.12,69
2008,NC,3,10.7,2.4,58.4,0.69,53
2008,NC,4,11.6,4.72,74.0,-1.33,64
2008,NC,5,10.7,4.7,78.1,-0.41,57
2008,NC,6,7.2,4.44,86.5,-1.98,72
2008,NC,7,8.0,5.57,86.7,-0.45,65
2008,NC,8,8.6,3.14,85.8,0.93,68
2008,NC,9,8.3,5.05,84.6,-0.35,74
2008,NC,10,8.6,3.08,65.8,0.8,64
2008,NC,11,10.3,3.43,66.3,1.05,75
2008,NC,12,8.3,5.28,54.7,-1.83,71
2009,NC,1,8.3,6.16,51.8,1.61,59
2009,NC,2,11.2,5.17,58.0,-0.24,68
2009,NC,3,12.5,5.49,59.6,1.58,57
2009,NC,4,10.3,4.21,66.4,0.82,49
2009,NC,5,8.1,3.26,84.5,-1.03,69
2009,NC,6,9.2,2.84,82.7,-1.71,69
2009,NC,7,8.1,6.45,84.5,1.42,67
2009,NC,8,5.9,2.36,91.5,-0.19,81
2009,NC,9,9.5,2.89,76.3,-0.37,80
2009,NC,10,8.1,2.18,75.7,2.44,64
2009,NC,11,11.3,3.92,62.3,-0.99,67
2009,NC,12,8.8,4.7,50.6,1.82,78
2010,NC,1,9.0,2.2,45.4,1.22,71
2010,NC,2,9.1,3.59,52.3,-1.92,55
2010,NC,3,12.7,2.94,64.6,1.47,60
2010,NC,4,9.0,2.61,76.2,-1.02,53
2010,NC,5,10.2,3.27,80.0,2.25,53
2010,NC,6,8.6,3.96,89.3,1.93,73
2010,NC,7,7.5,3.93,93.9,-1.41,77
2010,NC,8,7.4,6.71,82.5,0.17,72
2010,NC,9,9.3,4.31,87.3,0.09,81
2010,NC,10,7.7,3.95,73.7,0.87,62
2010,NC,11,10.5,5.34,65.5,0.49,69
2010,NC,12,8.7,4.89,53.5,-0.76,76
2011,NC,1,10.9,4.82,52.7,-1.12,66
2011,NC,2,10.6,5.08,49.1,2.01,59
2011,NC,3,12.6,4.0,64.5,-0.6,58
2011,NC,4,9.1,4.92,72.8,-0.97,52
2011,NC,5,9.5,5.64,77.3,2.19,65
2011,NC,6,7.9,4.49,87.6,-1.44,73
2011,NC,7,7.2,7.8,87.0,-0.86,76
2011,NC,8,7.3,3.37,90.0,2.29,79
2011,NC,9,9.4,3.45,75.7,-2.17,71
2011,NC,10,8.3,3.54,75.8,-0.26,75
2011,NC,11,10.9,2.49,58.8,0.98,60
2011,NC,12,9.8,2.03,57.1,2.09,67
2012,NC,1,9.9,4.8,46.4,-1.02,63
2012,NC,2,10.3,2.5,58.5,-0.67,57
2012,NC,3,10.5,4.99,64.7,0.28,53
2012,NC,4,9.8,4.86,70.9,1.11,49
2012,NC,5,10.0,2.25,82.8,1.31,67
2012,NC,6,8.8,3.45,89.4,-1.61,73
2012,NC,7,8.4,3.44,92.7,0.19,78
2012,NC,8,6.3,5.93,85.0,-2.06,70
2012,NC,9,7.0,4.24,79.3,1.29,65
2012,NC,10,9.4,1.8,65.8,1.76,70
2012,NC,11,8.7,3.11,63.6,-2.25,69
2012,NC,12,10.8,5.08,56.2,2.3,75
2013,NC,1,8.5,4.46,48.3,0.98,67
2013,NC,2,10.5,3.82,57.2,-0.56,58
2013,NC,3,12.0,5.77,60.7,0.98,65
2013,NC,4,10.4,2.68,70.5,-1.61,50
2013,NC,5,8.5,3.15,73.4,1.61,66
2013,NC,6,7.9,3.03,80.2,-2.36,60
2013,NC,7,7.3,3.01,83.5,-1.57,73
2013,NC,8,6.4,6.0,81.8,-0.49,75
2013,NC,9,7.3,4.32,85.7,-2.22,69
2013,NC,10,7.7,2.91,67.5,-0.18,72
2013,NC,11,9.0,2.31,61.6,-1.34,71
2013,NC,12,8.6,3.54,53.3,-0.32,76
2014,NC,1,9.7,4.29,55.9,1.94,66
2014,NC,2,11.7,4.01,53.7,0.87,59
2014,NC,3,10.4,6.37,62.0,0.27,50
2014,NC,4,8.9,4.92,70.6,-0.55,56
2014,NC,5,9.5,1.99,73.0,-2.37,58
2014,NC,6,8.1,4.59,89.9,-1.89,68
2014,NC,7,7.6,6.67,94.0,-0.96,77
2014,NC,8,7.3,3.94,82.8,-0.49,80
2014,NC,9,8.2,3.58,83.6,-0.52,74
2014,NC,10,9.9,4.86,75.9,1.77,68
2014,NC,11,10.1,4.05,65.8,-0.05,70
2014,NC,12,9.0,3.4,48.9,0.08,70
2015,NC,1,10.3,4.83,45.4,-0.62,66
2015,NC,2,9.8,3.33,57.2,0.1,58
2015,NC,3,11.1,4.87,62.2,-0.03,58
2015,NC,4,9.8,2.53,77.2,1.85,60
2015,NC,5,8.1,3.44,75.5,-2.46,63
2015,NC,6,7.8,4.12,83.3,1.46,65
2015,NC,7,7.3,4.62,94.4,1.58,73
2015,NC,8,8.2,5.92,89.4,0.5,66
2015,NC,9,7.1,5.81,84.9,-0.18,67
2015,NC,10,9.4,2.3,72.4,-0.22,74
2015,NC,11,8.7,4.64,57.1,0.04,70
2015,NC,12,10.3,5.62,57.2,-0.61,62
1992,ND,1,15.2,0.27,23.9,1.87,76
1992,ND,2,16.2,0.5,26.5,1.9,71
1992,ND,3,17.5,0.7,41.4,-1.85,60
1992,ND,4,17.0,1.86,47.5,-2.49,53
1992,ND,5,16.1,1.15,65.9,2.17,49
1992,ND,6,13.8,3.34,75.2,-0.32,54
1992,ND,7,13.0,3.58,80.5,2.44,58
1992,ND,8,13.3,1.25,82.5,-2.37,69
1992,ND,9,12.0,1.25,65.5,1.04,65
1992,ND,10,13.4,1.5,53.4,1.82,53
1992,ND,11,14.8,1.05,32.1,0.44,62
1992,ND,12,14.8,0.31,16.7,-1.05,79
1993,ND,1,15.6,0.53,18.8,0.7,77
1993,ND,2,14.0,0.32,27.7,-2.22,69
1993,ND,3,16.9,0.85,38.0,-0.09,63
1993,ND,4,17.6,0.8,54.7,1.78,59
1993,ND,5,15.4,1.86,64.3,2.23,56
1993,ND,6,14.7,4.09,77.5,0.87,58
1993,ND,7,13.2,1.76,81.0,-2.18,57
1993,ND,8,13.0,2.52,81.8,2.22,70
1993,ND,9,12.5,2.55,73.1,-1.72,57
1993,ND,10,14.8,1.34,55.2,1.15,58
1993,ND,11,15.9,0.63,40.0,1.96,65
1993,ND,12,12.7,0.73,26.7,-2.7,75
1994,ND,1,13.8,0.4,12.2,0.55,77
1994,ND,2,14.2,0.53,23.3,1.59,75
1994,ND,3,17.8,0.44,37.0,0.78,70
1994,ND,4,17.6,1.02,57.9,2.37,50
1994,ND,5,16.3,1.82,63.1,0.17,57
1994,ND,6,13.4,4.63,80.9,1.77,56
1994,ND,7,12.2,2.8,78.2,1.23,52
1994,ND,8,12.5,3.35,79.3,-0.52,66
1994,ND,9,12.1,1.09,72.8,0.2,54
1994,ND,10,15.5,1.91,52.4,-0.1,53
1994,ND,11,16.0,0.39,32.2,-2.76,73
1994,ND,12,15.6,0.38,28.0,1.4,80
1995,ND,1,14.7,0.61,13.2,0.65,75
1995,ND,2,15.5,0.28,28.9,-1.86,77
1995,ND,3,16.3,0.89,42.1,2.0,65
1995,ND,4,15.4,1.76,53.4,-2.18,50
1995,ND,5,15.0,2.48,64.8,0.45,55
1995,ND,6,13.8,4.68,74.2,1.48,58
1995,ND,7,14.1,2.6,77.1,2.55,63
1995,ND,8,12.7,3.2,82.0,-0.97,65
1995,ND,9,12.8,2.19,67.1,0.16,63
1995,ND,10,15.0,1.71,59.2,2.12,59
1995,ND,11,15.0,0.98,31.6,-2.33,62
1995,ND,12,14.0,0.53,25.8,1.39,74
1996,ND,1,15.1,0.35,22.7,1.47,75
1996,ND,2,13.5,0.42,21.2,0.9,67
1996,ND,3,17.7,0.52,42.6,0.93,61
1996,ND,4,16.1,1.34,54.9,0.3,57
1996,ND,5,14.6,2.89,68.4,2.11,55
1996,ND,6,13.1,3.64,72.9,-1.33,52
1996,ND,7,13.4,1.98,85.5,0.89,61
1996,ND,8,12.3,1.52,82.8,0.31,63
1996,ND,9,14.5,1.61,72.3,1.77,59
1996,ND,10,15.4,1.57,62.3,0.99,51
1996,ND,11,15.7,0.43,37.2,0.78,62
1996,ND,12,12.7,0.59,23.9,0.88,77
1997,ND,1,14.0,0.4,16.5,-2.05,74
1997,ND,2,14.3,0.5,28.7,0.13,77
1997,ND,3,16.3,0.8,41.4,-2.47,69
1997,ND,4,16.1,1.37,56.8,-1.65,59
1997,ND,5,13.7,2.45,60.5,-1.28,59
1997,ND,6,15.2,4.15,72.8,1.53,59
1997,ND,7,11.8,3.44,77.2,-0.52,51
1997,ND,8,12.9,3.19,81.9,-0.73,54
1997,ND,9,13.7,2.37,73.9,-0.15,56
1997,ND,10,15.6,1.71,57.4,0.13,66
1997,ND,11,16.2,1.07,33.3,1.75,61
1997,ND,12,14.3,0.42,23.0,-1.72,67
1998,ND,1,14.8,0.64,14.9,-0.43,76
1998,ND,2,13.6,0.39,25.4,0.02,68
1998,ND,3,17.3,0.56,38.4,-1.19,59
1998,ND,4,15.4,1.51,51.1,-2.2,56
1998,ND,5,15.7,1.56,64.7,2.16,58
1998,ND,6,13.3,1.71,72.8,-0.76,54
1998,ND,7,11.8,1.56,85.4,0.19,54
1998,ND,8,12.6,2.15,81.4,-0.23,65
1998,ND,9,12.8,1.96,67.1,-2.25,67
1998,ND,10,13.5,1.21,57.2,-1.61,56
1998,ND,11,15.5,1.05,36.1,0.43,70
1998,ND,12,13.9,0.55,20.3,-2.06,72
1999,ND,1,13.6,0.46,19.8,-2.04,67
1999,ND,2,15.9,0.25,23.1,0.97,73
1999,ND,3,15.4,0.94,40.8,1.1,72
1999,ND,4,16.6,1.03,55.7,2.31,63
1999,ND,5,13.7,2.88,61.0,-0.09,47
1999,ND,6,15.1,4.43,72.9,0.8,54
1999,ND,7,13.1,2.49,85.4,0.71,55
1999,ND,8,13.7,1.58,82.0,0.63,57
1999,ND,9,11.7,1.15,68.0,-0.49,65
1999,ND,10,14.8,1.62,60.0,-2.29,55
1999,ND,11,15.0,1.02,41.5,-2.12,68
1999,ND,12,13.6,0.47,24.1,0.69,66
2000,ND,1,13.1,0.46,18.8,-0.33,73
2000,ND,2,16.3,0.47,30.1,-0.21,68
2000,ND,3,17.1,1.12,32.6,-0.85,62
2000,ND,4,14.9,1.72,48.7,-0.17,54
2000,ND,5,15.2,1.77,64.5,-0.67,50
2000,ND,6,12.9,4.04,74.7,1.57,62
2000,ND,7,12.4,1.61,82.6,1.9,53
2000,ND,8,11.2,1.65,85.2,0.01,55
2000,ND,9,13.3,1.14,73.0,-0.23,64
2000,ND,10,13.6,1.21,52.6,0.57,51
2000,ND,11,16.1,0.37,40.3,0.94,69
2000,ND,12,15.4,0.36,25.1,-2.19,77
2001,ND,1,13.1,0.61,23.5,0.02,70
2001,ND,2,16.4,0.45,21.4,-0.38,67
2001,ND,3,15.8,0.7,37.0,-0.74,66
2001,ND,4,16.8,1.07,55.0,1.21,52
2001,ND,5,15.3,1.53,68.3,1.75,54
2001,ND,6,14.0,4.56,74.7,1.89,61
2001,ND,7,11.5,2.19,81.0,2.3,59
2001,ND,8,12.2,2.59,75.9,-2.16,67
2001,ND,9,12.5,1.93,66.3,2.37,64
2001,ND,10,13.8,1.84,53.4,-2.3,63
2001,ND,11,15.2,1.03,38.7,0.62,74
2001,ND,12,13.7,0.75,24.8,1.68,76
2002,ND,1,15.7,0.28,17.6,-2.79,67
2002,ND,2,16.4,0.42,24.7,1.32,64
2002,ND,3,17.6,0.42,33.6,-0.82,59
2002,ND,4,17.5,1.34,51.0,0.84,59
2002,ND,5,15.5,2.98,68.3,2.27,48
2002,ND,6,13.5,4.53,72.2,-1.24,61
2002,ND,7,12.1,2.22,77.8,1.74,60
2002,ND,8,11.6,2.74,78.2,0.97,70
2002,ND,9,14.3,0.98,73.0,1.72,64
2002,ND,10,12.8,1.87,58.1,-0.62,64
2002,ND,11,15.8,0.68,34.3,-1.41,69
2002,ND,12,13.5,0.56,25.3,1.41,66
2003,ND,1,14.9,0.51,23.0,1.84,76
2003,ND,2,14.7,0.42,20.1,1.69,77
2003,ND,3,17.5,0.64,33.5,-0.03,59
2003,ND,4,16.4,0.79,54.8,-0.54,52
2003,ND,5,14.5,2.19,67.7,-1.62,58
2003,ND,6,14.8,3.02,70.4,1.15,50
2003,ND,7,12.0,2.63,77.2,-0.55,64
2003,ND,8,11.2,2.44,87.1,-1.79,65
2003,ND,9,12.2,1.18,73.1,0.36,67
2003,ND,10,13.1,1.64,57.7,2.11,63
2003,ND,11,16.3,0.38,38.8,-0.18,69
2003,ND,12,15.1,0.3,18.0,-0.7,72
2004,ND,1,14.6,0.71,19.3,0.23,78
2004,ND,2,14.1,0.64,28.0,0.18,70
2004,ND,3,16.4,0.78,38.7,0.85,71
2004,ND,4,16.9,0.88,53.0,0.54,55
2004,ND,5,13.7,1.91,70.6,1.85,58
2004,ND,6,12.8,4.31,78.3,1.05,53
2004,ND,7,12.4,3.87,77.3,-1.3,52
2004,ND,8,12.6,3.25,81.6,0.52,61
2004,ND,9,13.9,0.99,65.9,-0.17,57
2004,ND,10,14.9,1.01,63.2,-0.2,62
2004,ND,11,14.7,0.87,35.4,-1.32,67
2004,ND,12,14.6,0.4,17.5,-0.25,74
2005,ND,1,14.9,0.43,17.3,-1.29,71
2005,ND,2,15.8,0.54,30.1,-2.03,68
2005,ND,3,15.8,0.7,33.8,-0.13,58
2005,ND,4,17.1,0.82,58.1,0.62,65
2005,ND,5,15.9,1.13,71.9,1.9,56
2005,ND,6,12.9,2.43,81.0,2.69,54
2005,ND,7,12.5,2.85,82.0,0.49,65
2005,ND,8,13.9,2.68,81.9,-0.07,61
2005,ND,9,14.2,1.74,74.3,-0.43,61
2005,ND,10,14.9,0.74,59.3,0.98,60
2005,ND,11,15.8,0.96,42.7,-2.54,69
2005,ND,12,14.6,0.41,19.7,1.94,77
2006,ND,1,15.5,0.32,23.2,0.47,76
2006,ND,2,15.8,0.25,24.0,1.2,71
2006,ND,3,15.4,1.12,41.5,0.2,57
2006,ND,4,16.8,1.43,51.4,-0.48,57
2006,ND,5,14.2,2.23,65.6,2.32,57
2006,ND,6,13.7,4.36,71.9,-1.12,57
2006,ND,7,12.6,3.55,78.2,1.26,53
2006,ND,8,13.3,3.4,84.5,-0.76,69
2006,ND,9,12.0,0.98,70.1,-2.36,67
2006,ND,10,14.7,0.72,61.8,-2.46,57
2006,ND,11,15.1,0.78,42.4,-2.38,71
2006,ND,12,15.5,0.49,26.6,-0.55,71
2007,ND,1,15.5,0.69,21.5,-0.37,69
2007,ND,2,15.3,0.53,22.8,0.29,68
2007,ND,3,15.6,0.84,42.9,1.56,62
2007,ND,4,15.2,0.73,53.0,-1.27,50
2007,ND,5,15.3,1.87,72.3,-0.62,53
2007,ND,6,13.7,4.07,79.0,2.33,54
2007,ND,7,13.0,3.32,86.1,-1.61,66
2007,ND,8,11.7,1.2,81.1,2.36,69
2007,ND,9,12.8,1.11,74.7,-0.81,59
2007,ND,10,15.2,1.41,63.2,0.29,59
2007,ND,11,14.9,0.61,33.9,-2.61,62
2007,ND,12,13.0,0.71,27.3,-1.02,67
2008,ND,1,15.4,0.42,15.5,1.92,71
2008,ND,2,14.3,0.22,31.1,-2.23,66
2008,ND,3,17.8,1.08,38.6,-1.2,65
2008,ND,4,15.3,1.7,57.3,0.5,60
2008,ND,5,14.8,2.51,70.1,0.34,52
2008,ND,6,14.3,2.14,76.9,-0.1,55
2008,ND,7,12.8,3.9,77.1,-1.93,55
2008,ND,8,12.6,1.86,77.7,1.1,59
2008,ND,9,12.8,0.99,75.6,-0.63,55
2008,ND,10,14.5,1.58,53.1,0.81,54
2008,ND,11,14.4,0.53,39.8,-1.83,73
2008,ND,12,14.5,0.62,17.1,-0.52,75
2009,ND,1,14.5,0.67,18.1,-1.02,76
2009,ND,2,14.1,0.42,21.7,-2.34,69
2009,ND,3,16.7,0.42,41.6,-1.68,71
2009,ND,4,15.9,1.24,57.8,1.34,52
2009,ND,5,14.6,1.19,65.7,-2.07,57
2009,ND,6,14.2,1.67,76.7,1.62,54
2009,ND,7,12.3,3.92,82.8,-1.28,66
2009,ND,8,11.5,3.2,81.7,-0.5,64
2009,ND,9,14.7,1.68,67.8,1.04,57
2009,ND,10,15.5,1.14,55.2,1.28,52
2009,ND,11,14.4,0.74,32.8,-1.41,72
2009,ND,12,15.4,0.64,19.9,-0.6,73
2010,ND,1,16.0,0.27,19.3,1.1,73
2010,ND,2,15.0,0.56,21.5,-0.6,72
2010,ND,3,15.2,0.97,41.9,0.11,67
2010,ND,4,17.5,1.38,58.3,-0.86,58
2010,ND,5,15.5,1.81,69.1,1.96,48
2010,ND,6,14.0,4.36,72.7,0.78,51
2010,ND,7,13.3,2.37,86.5,0.72,60
2010,ND,8,11.9,1.59,81.2,-2.0,68
2010,ND,9,14.0,1.42,66.7,-0.67,58
2010,ND,10,13.9,1.62,53.3,1.71,64
2010,ND,11,14.1,0.61,34.0,1.08,74
2010,ND,12,15.7,0.3,26.4,1.74,77
2011,ND,1,15.2,0.26,21.8,-1.16,75
2011,ND,2,15.5,0.33,28.6,1.36,73
2011,ND,3,16.3,0.43,37.3,-1.64,71
2011,ND,4,16.7,0.86,56.4,2.12,57
2011,ND,5,16.2,1.89,69.6,1.39,60
2011,ND,6,14.0,3.61,70.1,-0.6,50
2011,ND,7,13.5,1.83,88.3,1.68,64
2011,ND,8,11.4,1.53,87.5,0.91,67
2011,ND,9,12.7,1.01,76.0,-1.71,65
2011,ND,10,13.6,0.65,59.3,0.99,51
2011,ND,11,14.2,0.54,37.3,-0.96,67
2011,ND,12,15.2,0.29,19.5,-0.99,71
2012,ND,1,13.4,0.57,15.1,-2.2,74
2012,ND,2,14.3,0.32,23.9,-0.37,63
2012,ND,3,15.1,0.46,36.6,-0.81,63
2012,ND,4,16.3,1.29,52.6,-2.21,53
2012,ND,5,14.6,2.1,66.6,2.58,55
2012,ND,6,13.2,3.89,78.5,1.25,49
2012,ND,7,12.0,2.82,80.6,2.68,51
2012,ND,8,12.7,1.38,83.6,-0.93,70
2012,ND,9,12.8,2.06,67.8,1.57,62
2012,ND,10,14.1,1.31,58.2,-1.1,64
2012,ND,11,14.4,0.97,37.0,0.48,75
2012,ND,12,13.6,0.3,18.5,-0.73,75
2013,ND,1,15.3,0.67,16.2,-0.06,65
2013,ND,2,14.5,0.57,25.3,1.05,72
2013,ND,3,16.1,0.76,43.2,-0.73,64
2013,ND,4,15.5,0.69,51.2,-0.38,56
2013,ND,5,15.5,2.15,61.4,-0.84,52
2013,ND,6,12.8,2.31,81.4,-2.18,53
2013,ND,7,13.4,1.84,86.1,2.01,65
2013,ND,8,11.2,3.1,82.9,2.19,62
2013,ND,9,14.2,1.04,73.9,1.77,63
2013,ND,10,13.5,1.43,55.9,0.77,57
2013,ND,11,14.6,0.81,40.0,1.96,71
2013,ND,12,15.6,0.31,17.9,-0.95,72
2014,ND,1,13.1,0.35,13.3,-1.87,74
2014,ND,2,15.5,0.52,20.0,1.42,69
2014,ND,3,16.4,1.13,35.9,0.56,59
2014,ND,4,15.3,1.82,53.5,0.05,50
2014,ND,5,14.9,2.0,72.8,-1.82,53
2014,ND,6,13.1,3.36,81.7,0.15,52
2014,ND,7,11.8,2.32,79.5,-1.64,62
2014,ND,8,13.6,3.04,85.9,-2.28,58
2014,ND,9,13.6,2.0,64.9,-0.61,63
2014,ND,10,15.1,0.89,58.9,-2.24,64
2014,ND,11,13.3,1.03,41.0,0.73,67
2014,ND,12,14.2,0.6,18.3,-1.83,73
2015,ND,1,15.5,0.6,13.7,-0.84,79
2015,ND,2,15.7,0.32,22.1,-0.55,63
2015,ND,3,17.8,0.94,36.0,1.47,65
2015,ND,4,15.3,1.0,59.1,-1.77,64
2015,ND,5,13.7,1.96,62.0,-2.0,53
2015,ND,6,12.4,3.44,73.9,-0.44,53
2015,ND,7,13.3,2.32,83.7,2.45,54
2015,ND,8,13.8,3.17,82.7,-0.16,68
2015,ND,9,13.2,2.29,72.8,-1.99,66
2015,ND,10,13.3,0.77,62.9,1.65,62
2015,ND,11,13.9,0.56,37.8,1.47,69
2015,ND,12,15.3,0.42,20.6,-1.34,81
1992,NE,1,15.2,0.79,35.7,1.83,65
1992,NE,2,13.4,0.38,36.1,-1.45,70
1992,NE,3,16.2,1.5,50.1,-1.89,67
1992,NE,4,14.7,3.63,67.5,-1.93,60
1992,NE,5,14.2,2.61,77.3,2.37,56
1992,NE,6,14.1,5.53,89.9,0.54,58
1992,NE,7,10.5,3.56,85.7,-1.41,65
1992,NE,8,10.6,1.62,83.4,-1.71,59
1992,NE,9,11.5,3.61,75.1,-0.23,63
1992,NE,10,12.8,1.89,68.9,1.41,65
1992,NE,11,15.5,1.37,52.2,0.24,71
1992,NE,12,12.1,0.58,42.5,1.7,64
1993,NE,1,13.1,0.92,35.7,1.45,73
1993,NE,2,14.9,0.83,40.8,-2.78,62
1993,NE,3,16.6,2.04,47.9,1.04,65
1993,NE,4,16.5,1.66,64.2,-2.17,49
1993,NE,5,12.9,5.39,74.1,2.39,61
1993,NE,6,11.7,2.69,87.7,2.63,54
1993,NE,7,13.4,3.39,87.7,0.93,63
1993,NE,8,11.7,4.04,85.2,2.02,61
1993,NE,9,12.9,2.41,82.9,-2.32,58
1993,NE,10,12.1,1.95,67.2,-0.38,60
1993,NE,11,14.1,0.52,48.3,2.28,61
1993,NE,12,12.6,0.74,35.5,-1.92,70
1994,NE,1,13.2,0.53,33.2,1.94,69
1994,NE,2,14.7,0.61,41.0,1.95,66
1994,NE,3,17.2,2.12,52.7,-0.46,68
1994,NE,4,16.1,2.99,64.1,2.45,57
1994,NE,5,14.7,2.05,77.4,-0.65,64
1994,NE,6,12.5,5.08,85.3,-1.99,63
1994,NE,7,11.2,4.86,92.4,-1.66,59
1994,NE,8,12.4,3.51,83.0,-1.45,60
1994,NE,9,11.1,2.33,83.7,2.22,62
1994,NE,10,13.2,1.66,68.4,-0.77,65
1994,NE,11,15.6,0.89,45.2,-2.04,62
1994,NE,12,12.8,0.91,36.8,-1.88,74
1995,NE,1,14.6,0.66,33.8,0.69,73
1995,NE,2,15.1,0.57,38.8,-1.1,69
1995,NE,3,16.3,1.36,53.3,-1.54,62
1995,NE,4,16.6,2.95,65.3,1.01,54
1995,NE,5,13.3,2.52,72.5,-0.46,51
1995,NE,6,13.3,4.54,81.6,1.53,65
1995,NE,7,12.6,5.17,92.0,-0.01,56
1995,NE,8,12.6,4.52,82.0,0.01,56
1995,NE,9,13.8,3.18,82.2,1.47,64
1995,NE,10,13.9,1.54,65.4,-0.45,57
1995,NE,11,12.9,0.51,54.0,-0.59,72
1995,NE,12,12.9,0.44,34.5,-1.57,65
1996,NE,1,12.8,0.32,28.2,1.67,67
1996,NE,2,15.0,0.43,38.1,-1.89,72
1996,NE,3,16.4,1.29,47.0,0.49,59
1996,NE,4,14.2,4.0,61.4,1.93,53
1996,NE,5,12.8,4.69,69.9,2.06,62
1996,NE,6,14.0,4.9,89.2,1.56,57
1996,NE,7,10.7,4.15,94.1,1.72,57
1996,NE,8,12.8,2.23,81.9,-1.77,62
1996,NE,9,11.9,1.44,79.9,-2.3,56
1996,NE,10,13.4,1.88,68.5,0.46,62
1996,NE,11,14.1,0.86,47.5,-1.24,69
1996,NE,12,13.7,0.76,32.9,-1.44,68
1997,NE,1,15.3,0.63,30.4,0.03,70
1997,NE,2,14.3,0.35,41.3,-1.09,67
1997,NE,3,15.5,1.82,56.2,-2.25,55
1997,NE,4,14.9,1.95,59.5,1.13,58
1997,NE,5,13.8,3.79,70.2,-1.58,54
1997,NE,6,14.2,5.71,89.1,2.49,55
1997,NE,7,13.0,1.83,90.5,-2.04,61
1997,NE,8,10.5,2.75,91.0,-2.09,59
1997,NE,9,12.5,3.61,74.6,0.65,63
1997,NE,10,14.9,2.54,63.2,-0.61,62
1997,NE,11,13.7,1.12,48.5,2.21,67
1997,NE,12,12.6,0.61,41.5,-0.3,67
1998,NE,1,12.7,0.78,36.4,2.17,67
1998,NE,2,15.0,0.59,41.7,-1.8,74
1998,NE,3,16.3,1.42,51.1,-1.13,55
1998,NE,4,16.5,2.73,67.9,2.09,58
1998,NE,5,15.3,3.49,79.3,-0.58,59
1998,NE,6,12.1,6.16,80.0,1.09,57
1998,NE,7,11.0,4.73,85.9,-1.21,67
1998,NE,8,12.5,3.17,90.0,-1.11,68
1998,NE,9,13.6,3.88,73.7,0.22,64
1998,NE,10,12.6,1.16,66.2,-1.78,64
1998,NE,11,14.0,1.37,45.6,0.96,69
1998,NE,12,14.8,0.75,32.7,-2.44,67
1999,NE,1,14.0,0.82,36.7,-0.13,73
1999,NE,2,13.7,0.73,34.9,1.52,61
1999,NE,3,14.9,1.74,52.3,-0.59,57
1999,NE,4,14.3,1.89,64.3,0.45,61
1999,NE,5,14.8,3.23,71.6,-1.29,64
1999,NE,6,12.0,5.64,89.9,-0.84,55
1999,NE,7,11.4,2.1,94.8,2.55,64
1999,NE,8,12.9,2.9,89.7,1.17,61
1999,NE,9,12.7,1.81,83.1,-1.6,64
1999,NE,10,14.9,2.3,71.4,1.43,50
1999,NE,11,15.2,0.92,47.4,-2.13,62
1999,NE,12,14.6,0.78,36.4,-2.61,62
2000,NE,1,15.1,0.9,34.7,-0.79,67
2000,NE,2,13.9,0.95,37.7,-0.63,72
2000,NE,3,16.8,1.13,51.0,0.89,60
2000,NE,4,15.2,2.42,64.0,-0.21,50
2000,NE,5,14.7,5.4,75.3,-2.05,57
2000,NE,6,13.5,6.16,87.6,1.77,55
2000,NE,7,11.8,2.53,90.0,-2.25,56
2000,NE,8,11.9,4.19,84.0,-1.99,65
2000,NE,9,11.7,3.23,75.8,-1.39,62
2000,NE,10,13.8,0.91,68.8,0.17,62
2000,NE,11,15.2,0.68,47.0,-1.74,65
2000,NE,12,14.8,0.53,41.9,-2.52,69
2001,NE,1,13.0,0.89,38.6,1.45,68
2001,NE,2,13.7,0.66,38.4,-0.47,67
2001,NE,3,16.8,1.93,56.8,0.41,56
2001,NE,4,16.1,2.81,62.8,-1.43,58
2001,NE,5,13.9,2.97,75.2,-0.08,61
2001,NE,6,14.1,3.08,87.4,-2.11,63
